REGISTERENHETID,BRUKSENHETSID,SALGS_DOKUMENTAAR,SALGSBELOEP,BRUKSAREAL,POSTNUMMER,GATENAVN,BEBYGDAREAL,BRUKSENHETSTYPEKODE,ANTALLROM,DOKUMENTDATO
3129219,61167642,2019,0,160,9027,Breivikeidvegen,1,Bolig,4,20/02/2019
3126840,61076385,2023,0,59,9020,Arthur Arntzens veg,0,Bolig,2,28/08/2023
3145124,61029484,2020,8000000,0,9008,Grønnegata,0,UOPPGITT,0,04/09/2020
3124765,61121487,2019,990000,36,9023,Tønsvikdalen,0,Fritidsbolig,0,21/01/2019
4107518,60899075,2020,0,101,9013,Alaskasvingen,0,Bolig,3,15/07/2020
3143320,61130780,2022,0,136,9043,Jøvikvegen,1,Fritidsbolig,5,24/06/2022
500530230,575222187,2020,1200000,39,9006,Strandvegen,2970,Bolig,2,27/04/2020
234452389,60903157,2022,3160000,71,9020,Sommarfjøsvegen,2055,Bolig,3,12/01/2022
234454962,60806288,2021,2200000,87,9020,Albertsvingen,0,Bolig,3,06/05/2021
234451772,61045788,2022,2450000,63,9018,Utsikten,0,Bolig,2,04/04/2022
283655852,61043509,2021,0,48,9009,Rektor Horsts gate,48,Bolig,3,19/11/2021
3131747,61112973,2019,400000,215,9101,Rautindvegen,0,Bolig,4,12/12/2019
234616534,60955352,2021,0,45,9024,Tomasjordnes,1934,Bolig,2,06/12/2021
4098875,60872976,2020,3650000,93,9016,Trollringen,0,Bolig,3,31/08/2020
4107518,60899075,2020,3600000,101,9013,Alaskasvingen,0,Bolig,3,21/10/2020
3141619,60983241,2019,5800000,136,9012,Holtvegen,0,Bolig,4,14/02/2019
3124768,145589829,2019,800000,30,9023,Tønsvikdalen,0,Fritidsbolig,0,08/08/2019
3125656,61062401,2023,4870000,140,9024,Krøkebærvegen,0,Bolig,4,11/05/2023
3361852,146683624,2020,0,31,9108,Synnøvjordvegen,0,Fritidsbolig,0,02/07/2020
3361855,61144958,2020,0,70,9108,Synnøvjordvegen,1,Ikke godkjent,3,02/07/2020
264341477,60941789,2021,3625000,69,9024,Tomasjordnes,543,Bolig,4,14/09/2021
263543943,507591459,2022,3850000,51,9010,Stakkevollvegen,629,Bolig,2,20/07/2022
234455933,60974534,2021,3900000,143,9015,Stærvegen,0,Bolig,4,26/02/2021
278687135,498156675,2020,0,59,9024,Evjenvegen,572,Bolig,3,30/12/2020
234456059,61083558,2021,3345000,107,9022,Glimmervegen,0,Bolig,4,14/01/2021
1044518576,6390271658,2023,3900000,78,9006,Strandvegen,1,Bolig,3,09/07/2023
3141023,61182607,2021,6100000,159,9010,Askeladdsvingen,0,Bolig,4,02/11/2021
234454054,61083415,2021,1800000,69,9022,Malmvegen,0,Bolig,2,16/06/2021
3144148,60815751,2020,0,0,9107,Naustbuktvegen,0,UOPPGITT,0,20/10/2020
234454962,60806288,2021,2200000,87,9020,Albertsvingen,0,Bolig,3,06/05/2021
485697972,585515716,2021,4900000,67,9016,Workinntoppen,801,Bolig,3,02/07/2021
4250381,60952284,2020,0,68,9013,Wanny Woldstads veg,702,Bolig,3,24/06/2020
3144148,60815751,2020,0,0,9107,Naustbuktvegen,0,UOPPGITT,0,20/10/2020
268011196,516207817,2021,3080000,44,9008,Verftsgata,338,Bolig,2,06/10/2021
258425049,61013354,2020,3805000,93,9009,Dramsvegen,1,Bolig,5,28/04/2020
530854998,579561363,2020,4650000,89,9006,Strandvegen,1,Bolig,3,22/12/2020
3124385,60861318,2023,3150000,63,9023,Ullstindvegen,0,Fritidsbolig,3,07/08/2023
234454025,61087091,2020,2550000,131,9022,Malmvegen,0,Bolig,4,14/04/2020
3131033,394899098,2020,0,19,9109,Straumsvegen,1,Fritidsbolig,2,16/07/2020
234454294,61089640,2019,2250000,81,9024,Planetvegen,0,Bolig,2,06/12/2019
234611822,60946591,2019,1190000,41,9008,Storgata,0,Bolig,2,04/03/2019
3132971,60822328,2022,8425000,246,9102,Skavstien,0,Bolig,5,11/03/2022
234454511,60958584,2020,2310000,64,9018,Skattøra,0,Bolig,2,01/10/2020
234616504,60955273,2019,1325000,45,9024,Tomasjordnes,1934,Bolig,2,06/09/2019
3142497,61172903,2020,350000,60,9027,Breivikeidvegen,0,Bolig,3,26/05/2020
3142497,61172903,2020,350000,60,9027,Breivikeidvegen,0,Bolig,3,26/05/2020
4099647,61024350,2022,3350000,78,9009,O L Aunes gate,0,Bolig,0,03/11/2022
4195321,61008590,2019,1650000,64,9010,Dramsvegen,0,Bolig,3,26/08/2019
4195321,61008590,2021,3370000,64,9010,Dramsvegen,0,Bolig,3,28/10/2021
3131033,394899098,2020,0,19,9109,Straumsvegen,1,Fritidsbolig,2,16/07/2020
234595874,60950904,2019,1500000,71,9007,Ramfjordgata,463,Bolig,3,30/04/2019
234595874,60950904,2019,1500000,71,9007,Ramfjordgata,463,Bolig,3,30/04/2019
3139592,60967622,2020,5900000,335,9013,Jan Mayenvegen,0,Bolig,4,31/03/2020
234454962,60806288,2021,2200000,87,9020,Albertsvingen,0,Bolig,3,06/05/2021
234580870,60946399,2019,990000,35,9010,Stakkevollvegen,261,Bolig,2,20/05/2019
234455145,60822394,2021,3250000,78,9024,Uranusvegen,0,Bolig,3,06/09/2021
234616503,60955280,2022,1650000,58,9024,Tomasjordnes,1934,Bolig,3,01/04/2022
234451780,61045792,2023,2850000,63,9018,Utsikten,0,Bolig,2,24/05/2023
4296500,222966017,2020,2101835,108,9105,Eidkjosvegen,112,Bolig,4,22/12/2020
3128359,60899083,2019,5350000,139,9020,Skavåsen,0,Bolig,5,21/06/2019
234452124,60938398,2019,0,75,9017,Jervvegen,0,Bolig,3,17/06/2019
234452609,61089268,2020,2593000,48,9024,Tomasjordvegen,0,Bolig,2,22/10/2020
234616503,60955280,2022,1650000,58,9024,Tomasjordnes,1934,Bolig,3,01/04/2022
234454919,61085419,2020,3100000,107,9022,Kvartsvegen,0,Bolig,4,08/12/2020
234454967,60806291,2019,1880000,63,9020,Albertsvingen,0,Bolig,2,21/05/2019
234455828,60999390,2022,1050000,23,9014,Styrmannsvegen,0,Bolig,2,12/12/2022
842578983,6286437322,2021,3970000,66,9017,Hamneneset,1255,Bolig,3,07/06/2021
4099082,61037102,2020,3775000,86,9010,Godthåpvegen,0,Bolig,3,13/10/2020
234453667,60977475,2021,2150000,40,9015,Duevegen,0,Bolig,2,15/10/2021
234454962,60806288,2021,2200000,87,9020,Albertsvingen,0,Bolig,3,06/05/2021
234453005,61082141,2022,2300000,62,9022,Gneisvegen,0,Bolig,2,29/03/2022
1084052448,61136522,2023,2150000,0,9110,Hamnevegen,0,UOPPGITT,0,09/05/2023
4099082,61037102,2020,3775000,86,9010,Godthåpvegen,0,Bolig,3,13/10/2020
3278500,60908999,2020,6900000,250,9105,Finnsetervegen,0,Bolig,5,21/10/2020
3130084,61144292,2019,1400000,74,9106,Leirstrandvegen,0,Fritidsbolig,0,10/12/2019
3130195,60941840,2021,2400000,55,9106,Leirstrandvegen,0,Fritidsbolig,3,02/11/2021
4118486,61026591,2022,3100000,89,9008,Dr Lies gate,0,Bolig,3,18/01/2022
234456536,60925577,2021,2250000,53,9024,Siriusvegen,106,Bolig,2,21/12/2021
234580901,60946415,2019,1100000,35,9010,Stakkevollvegen,319,Bolig,2,24/10/2019
3134356,61176586,2019,2337000,128,9120,Vengsøya,0,Bolig,0,18/11/2019
298047575,550916483,2020,2580000,51,9024,Tomasjordnes,915,Bolig,2,15/06/2020
3134356,61176586,2019,2337000,128,9120,Vengsøya,0,Bolig,0,18/11/2019
3130840,61101047,2019,1750000,126,9109,Straumsvegen,0,Bolig,4,27/09/2019
234451846,61045682,2022,3400000,110,9018,Utsikten,0,Bolig,4,06/01/2022
4141797,60956702,2023,3900000,99,9008,Vestregata,0,Bolig,4,31/10/2023
4310429,60995260,2021,4200000,87,9006,Strandvegen,0,Bolig,5,02/09/2021
4098141,60882046,2020,3720000,90,9020,Theodor Hagerups veg,0,Bolig,4,15/01/2020
234597162,60953772,2021,1420000,60,9007,Hjalmar Johansens gate,354,Bolig,3,21/07/2021
527249505,6252397838,2022,0,50,9006,Strandvegen,947,Bolig,3,24/08/2022
234453717,60977563,2019,2150000,69,9014,Winston Churchills veg,697,Bolig,2,07/08/2019
527249505,6252397838,2022,0,50,9006,Strandvegen,947,Bolig,3,24/08/2022
3128099,61073207,2022,5800000,109,9020,Skarvegen,0,Bolig,4,18/07/2022
298047591,550916474,2019,2150000,37,9024,Tomasjordnes,915,Bolig,1,19/02/2019
3133381,145300059,2022,0,29,9103,Kvaløyvågvegen,0,Fritidsbolig,0,30/05/2022
4099847,60890929,2023,3635000,68,9008,Strandskillet,255,Bolig,3,14/08/2023
358164490,528381260,2021,3460000,45,9007,Mellomvegen,1,Bolig,2,28/06/2021
358164565,591469659,2021,3460000,13,9007,Mellomvegen,1,Annet en bolig,1,28/06/2021
257029799,60941823,2020,0,76,9024,Tomasjordnes,953,Bolig,3,25/03/2020
3131240,60833559,2019,4400000,110,9105,Eidhaugstien,0,Bolig,3,04/01/2019
4099847,60890929,2023,3635000,68,9008,Strandskillet,255,Bolig,3,14/08/2023
4099745,61021943,2021,2400000,60,9008,Rektor Steens gate,0,Bolig,2,21/09/2021
548192422,549248372,2021,0,51,9008,Storgata,1652,Bolig,2,01/09/2021
234455483,61045571,2021,0,95,9018,Brattbakken,0,Bolig,3,30/06/2021
234600786,60943306,2021,3175000,62,9020,Slipelvvegen,628,Bolig,3,11/05/2021
4345420,409314648,2023,4600000,79,9008,Prestenggata,123,Bolig,3,15/08/2023
234453705,60977604,2019,1840000,69,9014,Winston Churchills veg,697,Bolig,2,08/03/2019
4149000,60917438,2022,5800000,184,9009,Kirkegårdsvegen,0,Bolig,5,16/08/2022
3134261,61146875,2019,1000000,44,9107,Grøtfjordvegen,0,Fritidsbolig,4,29/08/2019
234610446,60952335,2023,1110000,25,9013,Wanny Woldstads veg,0,Bolig,2,21/02/2023
286617791,526169643,2021,6520000,139,9104,Marbakken,87,Bolig,4,31/08/2021
234456236,61083679,2020,2810000,103,9022,Malmvegen,0,Bolig,4,09/07/2020
4209316,60937585,2019,0,77,9007,Hjalmar Johansens gate,323,Bolig,3,25/10/2019
4209316,60937585,2023,4700000,77,9007,Hjalmar Johansens gate,323,Bolig,3,03/04/2023
4341784,61037098,2019,4900000,152,9010,Stakkevollvegen,50,Bolig,6,08/04/2019
3130468,61152702,2020,3800000,174,9109,Straumsvegen,0,Bolig,4,02/07/2020
234580901,60946415,2019,1100000,35,9010,Stakkevollvegen,319,Bolig,2,24/10/2019
234453410,60921504,2019,2700000,74,9013,Edderdunvegen,0,Bolig,3,04/10/2019
3129539,60827847,2021,3500000,206,9027,Sørbotnvegen,0,Bolig,4,22/09/2021
3127978,61060648,2019,3050000,113,9020,Th Widdings veg,0,Bolig,4,17/12/2019
234455704,60922885,2019,2100000,70,9006,Strandvegen,0,Bolig,2,23/07/2019
3124585,61171676,2023,1810000,45,9023,Ullstindvegen,1,Fritidsbolig,2,10/03/2023
308206453,527470940,2021,5600000,84,9012,Karisvingen,1,Bolig,3,24/06/2021
4099345,61014551,2022,2950000,68,9009,Erik Vangbergs gate,0,Bolig,2,02/08/2022
234455220,61082172,2020,0,107,9022,Kvartsvegen,0,Bolig,4,22/06/2020
3127762,61074166,2020,8250000,188,9020,Binnevegen,0,Bolig,7,03/09/2020
4098717,60847540,2020,3400000,79,9015,Vestavinden,0,Bolig,3,26/06/2020
234599234,60946469,2020,0,41,9015,Lundefuglvegen,582,Bolig,2,30/09/2020
234454714,61085715,2022,0,68,9022,Malmvegen,0,Bolig,2,29/06/2022
234454712,61085711,2020,2750000,131,9022,Malmvegen,0,Bolig,4,22/04/2020
234455483,61045571,2021,0,95,9018,Brattbakken,0,Bolig,3,30/06/2021
3144400,61132046,2021,3515000,125,9110,Vegkode 81088,0,Fritidsbolig,4,22/04/2021
4212013,60946548,2020,1850000,25,9008,Skippergata,0,Bolig,1,05/10/2020
3140679,61198425,2020,5250000,160,9007,Ebeltoftvegen,0,Bolig,4,01/09/2020
3547488,6362957526,2022,2175000,104,9110,Katthaugvegen,98,Bolig,3,25/10/2022
234455145,60822394,2021,3250000,78,9024,Uranusvegen,0,Bolig,3,06/09/2021
4349887,421025730,2022,3400000,39,9008,Skippergata,95,Bolig,2,30/08/2022
234453639,60977494,2019,0,82,9015,Duevegen,0,Bolig,4,24/07/2019
234599645,60946704,2019,1310000,64,9007,Hjalmar Johansens gate,0,Bolig,3,22/08/2019
234452609,61089268,2020,0,48,9024,Tomasjordvegen,0,Bolig,2,22/10/2020
3125597,61088363,2023,0,26,9024,Tromsøysundvegen,0,Fritidsbolig,2,15/02/2023
234452144,60945000,2019,820000,54,9017,Jervvegen,0,Bolig,2,06/08/2019
4117300,60905974,2021,2870000,72,9016,Alvevegen,0,Bolig,2,25/06/2021
234452518,60844028,2023,0,130,9020,Myrvegen,0,Bolig,4,02/02/2023
234452518,60844028,2023,750000,130,9020,Myrvegen,0,Bolig,4,02/02/2023
280575579,508376022,2020,5190000,100,9024,Tomasjordnes,1064,Bolig,3,06/08/2020
234591272,61197354,2020,2100000,58,9006,Sjøstranda,848,Bolig,3,04/08/2020
4178389,61030749,2019,1125000,46,9008,Sjøgata,0,Bolig,3,08/04/2019
4114427,60891897,2022,2340000,125,9020,Solstrandvegen,0,Bolig,4,13/09/2022
352207774,588527093,2022,3550000,77,9007,Mellomvegen,1530,Bolig,2,26/04/2022
1056977653,6407316622,2023,0,198,9020,Solstrandvegen,91,Bolig,8,24/02/2023
1056977656,6407316625,2023,0,213,9020,Solstrandvegen,91,Bolig,8,24/02/2023
1056977659,6407316628,2023,0,196,9020,Solstrandvegen,77,Bolig,5,24/02/2023
308206465,527468289,2023,4350000,68,9012,Karisvingen,1,Bolig,3,02/03/2023
234611830,60946616,2020,600000,28,9008,Storgata,0,Bolig,2,30/04/2020
4242873,60938350,2020,2400000,54,9008,Storgata,0,Bolig,2,26/02/2020
4099882,60855511,2022,3750000,65,9008,Vestregata,0,Bolig,3,30/06/2022
4242873,60938350,2020,2400000,54,9008,Storgata,0,Bolig,2,26/02/2020
3130110,61144930,2020,535000,54,9106,Leirstrandvegen,0,Fritidsbolig,3,23/10/2020
234452609,61089268,2020,0,48,9024,Tomasjordvegen,0,Bolig,2,22/10/2020
4099989,60891915,2020,3850000,66,9009,Rektor Qvigstads gate,446,Bolig,3,21/04/2020
234453429,60921437,2019,1700000,53,9013,Edderdunvegen,0,Bolig,2,06/05/2019
234453975,61087068,2019,2775000,149,9022,Malmvegen,0,Bolig,4,29/01/2019
234455529,61000657,2019,3300000,82,9014,Winston Churchills veg,0,Bolig,4,12/12/2019
234612733,60953832,2019,1100000,51,9007,Hjalmar Johansens gate,677,Bolig,2,04/09/2019
4099989,60891915,2020,3850000,66,9009,Rektor Qvigstads gate,446,Bolig,3,21/04/2020
4148955,60924623,2019,2505000,54,9008,Skolegata,0,Bolig,2,18/11/2019
234455965,60974490,2022,4484156,153,9015,Stærvegen,1,Bolig,4,06/04/2022
234452609,61089268,2020,2593000,48,9024,Tomasjordvegen,0,Bolig,2,22/10/2020
4207392,60984632,2021,0,73,9007,Oscar Larsens veg,0,Bolig,3,21/05/2021
352207774,588527093,2021,0,77,9007,Mellomvegen,1530,Bolig,2,12/04/2021
381323008,565416348,2022,4325000,75,9010,Rødhettestien,567,Bolig,3,10/08/2022
4209911,61020685,2020,2200000,38,9008,Fogd Drejers gate,0,Bolig,2,29/09/2020
4137881,60917379,2019,0,86,9020,Iver Walnums veg,0,Bolig,3,04/10/2019
425900802,576830915,2023,0,74,9024,Tomasjordnes,977,Bolig,3,02/11/2023
425900904,6239908016,2023,0,930,9024,Tomasjordnes,977,Annet en bolig,1,02/11/2023
4098613,60890875,2019,3200000,73,9017,Sjarkvegen,0,Bolig,3,17/10/2019
4215826,60941800,2019,0,10,9024,Tomasjordnes,543,Annet en bolig,0,12/09/2019
264341455,60941773,2019,0,69,9024,Tomasjordnes,543,Bolig,4,29/08/2019
4114427,60891897,2022,0,125,9020,Solstrandvegen,0,Bolig,4,30/05/2022
234455106,60806348,2023,5050000,121,9018,Sørlivegen,0,Bolig,5,01/11/2023
4117300,60905974,2021,2870000,72,9016,Alvevegen,0,Bolig,2,25/06/2021
3141192,60792892,2021,5300000,167,9006,Thorshaugvegen,0,Bolig,4,21/06/2021
234597167,60953751,2022,1590000,49,9007,Hjalmar Johansens gate,264,Bolig,2,19/09/2022
234455914,60975596,2020,2150000,82,9015,Duevegen,0,Bolig,4,01/10/2020
4355381,464321911,2022,3280000,53,9008,Amtmannsgata,0,Bolig,2,08/08/2022
3125573,61077352,2021,3500000,160,9024,Evjenvegen,0,Bolig,5,28/01/2021
234452742,61046170,2019,2060000,62,9018,Knausen,0,Bolig,3,04/07/2019
234452154,60939993,2020,1750000,85,9017,Jervvegen,0,Bolig,3,21/01/2020
234453438,60933348,2023,2225000,58,9013,Edderdunvegen,629,Bolig,2,30/10/2023
234452157,60940005,2021,1690000,78,9017,Jervvegen,0,Bolig,3,03/05/2021
234453974,61085533,2023,2950000,154,9022,Granittvegen,47,Bolig,4,31/05/2023
3142019,61048365,2022,5490000,142,9019,Tors veg,0,Bolig,5,16/08/2022
4099882,60855511,2022,3750000,65,9008,Vestregata,0,Bolig,3,30/06/2022
445409578,6279156162,2019,1950000,182,9105,Eidhøgda,105,Bolig,6,29/08/2019
445423218,6279158608,2019,1950000,182,9105,Eidhøgda,105,Bolig,6,29/08/2019
445423778,6279158613,2019,1950000,182,9105,Eidhøgda,105,Bolig,6,30/04/2019
3125573,61077352,2021,3500000,160,9024,Evjenvegen,0,Bolig,5,28/01/2021
234453438,60933348,2023,2225000,58,9013,Edderdunvegen,629,Bolig,2,30/10/2023
234452679,61089245,2021,2470000,68,9024,Tomasjordvegen,0,Bolig,2,12/10/2021
4099184,60883456,2022,3940000,74,9006,Strandvegen,0,Bolig,3,01/09/2022
3130362,6279289440,2020,2990000,99,9106,Straumsvegen,99,Bolig,4,30/10/2020
4330242,60832308,2019,2250000,42,9008,Verftsgata,9,Bolig,2,01/10/2019
534389628,521167024,2019,4250000,91,9010,Dramsvegen,91,Bolig,4,14/05/2019
534389631,521167023,2019,1900000,158,9010,Dramsvegen,91,Bolig,6,14/05/2019
620819216,61095908,2022,1950000,65,9023,Tønsvikvegen,0,Bolig,4,04/08/2022
234453976,61085534,2019,2930000,154,9022,Granittvegen,47,Bolig,4,24/07/2019
553815281,592228330,2020,0,151,9016,Marmælen,992,Bolig,6,13/02/2020
3246074,60828076,2023,1,0,9015,Ringvegen,0,UOPPGITT,0,09/01/2023
3146196,61023177,2019,3600000,65,9008,Storgata,0,Ikke godkjent,0,15/08/2019
4098524,60866425,2023,3500000,79,9017,Vågvegen,1,Bolig,4,11/05/2023
234616497,60955274,2023,0,45,9024,Tomasjordnes,1934,Bolig,2,23/01/2023
234275284,61026615,2022,1560000,27,9008,Parkgata,1,Bolig,1,17/01/2022
298047594,550916477,2021,2160000,37,9024,Tomasjordnes,915,Bolig,1,15/03/2021
4212527,60786109,2020,2715000,51,9008,Storgata,0,Bolig,2,16/10/2020
252986542,384739363,2021,2950000,54,9008,Storgata,0,Bolig,3,14/04/2021
3130449,61153347,2019,2350000,162,9109,Straumsvegen,0,Bolig,4,03/07/2019
3135722,60858776,2023,0,93,9017,Jarsteinen,0,Bolig,4,06/10/2023
234452016,60977457,2019,3510000,82,9015,Duevegen,0,Bolig,4,03/09/2019
3140066,60986929,2019,2000000,99,9012,Senjavegen,0,Bolig,5,20/08/2019
3256956,60949752,2020,2800000,124,9030,Dortheavegen,0,Bolig,4,19/08/2020
3135722,60858776,2023,0,93,9017,Jarsteinen,0,Bolig,4,06/10/2023
3135722,60858776,2023,3150000,93,9017,Jarsteinen,0,Bolig,4,06/10/2023
3256956,60949752,2020,2800000,124,9030,Dortheavegen,0,Bolig,4,19/08/2020
3130825,61101053,2022,0,71,9109,Straumsvegen,0,Bolig,4,08/02/2022
3130905,61191482,2020,1,36,9109,Straumsvegen,0,Fritidsbolig,2,24/02/2020
3132424,61118083,2021,0,109,9102,Salarøyvegen,0,Bolig,4,04/11/2021
234456777,60981097,2022,0,76,9012,Christian VII's gate,0,Bolig,3,04/05/2022
3133498,61154605,2020,0,57,9103,Lyfjordelvvegen,0,Bolig,2,30/07/2020
3133498,61154605,2020,1550000,57,9103,Lyfjordelvvegen,0,Bolig,2,30/07/2020
842579052,6286437675,2023,3800000,60,9017,Hamneneset,1255,Bolig,3,17/07/2023
3658664,450179950,2021,0,147,9104,Strandsneglvegen,66,Bolig,4,22/06/2021
3127166,61064392,2022,6666666,228,9020,Hungervegen,0,Bolig,4,12/10/2022
3127166,61064392,2022,6666666,228,9020,Hungervegen,0,Bolig,4,12/10/2022
307864350,506260879,2021,7900000,172,9020,Solstrandvegen,87,Bolig,5,15/06/2021
234455614,60975690,2020,2300000,40,9014,Winston Churchills veg,0,Bolig,2,22/09/2020
263543921,502568706,2022,30200,51,9010,Stakkevollvegen,739,Bolig,2,06/10/2022
3127166,61064392,2022,6666666,228,9020,Hungervegen,0,Bolig,4,12/10/2022
4098406,60857252,2022,0,75,9017,Langbølgen,0,Bolig,3,12/12/2022
234455529,61000657,2019,3300000,82,9014,Winston Churchills veg,0,Bolig,4,12/12/2019
3603009,492008214,2020,550000,228,9023,Ullstindvegen,158,Bolig,6,15/04/2020
3142890,61125831,2021,1000000,44,9030,Stordalstrandvegen,0,Bolig,3,06/04/2021
234599250,60946470,2023,2450000,81,9015,Lundefuglvegen,582,Bolig,4,01/11/2023
3132233,60960827,2022,1200000,200,9100,Østersvegen,0,Bolig,4,02/02/2022
234454540,60958587,2020,2850000,87,9018,Skattøra,0,Bolig,3,15/06/2020
4200392,60941559,2020,4780000,111,9020,Rydningen,0,Bolig,4,07/09/2020
4167088,60919887,2020,4190000,82,9016,Tuftebakken,0,Bolig,3,11/08/2020
234272744,60980964,2022,2050000,27,9012,Anna Eides veg,0,Bolig,2,01/02/2022
234580218,60806264,2021,2450000,81,9100,Kvitungevegen,1,Bolig,3,07/06/2021
234272744,60980964,2022,2050000,27,9012,Anna Eides veg,0,Bolig,2,01/02/2022
4291739,332057990,2023,340000,12,9008,Storgata,0,Annet en bolig,0,16/02/2023
268011195,516207816,2022,3200000,39,9008,Verftsgata,338,Bolig,2,04/08/2022
4177107,61040903,2021,3200000,53,9010,Aldor Ingebrigtsens veg,0,Bolig,3,24/02/2021
4332428,373400107,2019,0,68,9007,Hjalmar Johansens gate,521,Bolig,4,05/02/2019
3128359,60899083,2019,5350000,139,9020,Skavåsen,0,Bolig,5,21/06/2019
4178391,61030745,2019,2300000,51,9008,Sjøgata,0,Bolig,2,26/08/2019
3129534,60811045,2020,3600000,237,9027,Sørbotnvegen,0,Bolig,5,22/07/2020
268011206,382459036,2021,2200000,41,9008,Verftsgata,338,Bolig,2,16/02/2021
3144400,61132046,2020,0,125,9110,Vegkode 81088,0,Fritidsbolig,4,14/12/2020
3144400,61132046,2021,3515000,125,9110,Vegkode 81088,0,Fritidsbolig,4,22/04/2021
234453649,60977485,2019,0,82,9015,Duevegen,0,Bolig,4,29/05/2019
4167088,60919887,2020,4190000,82,9016,Tuftebakken,0,Bolig,3,11/08/2020
4098283,60835317,2023,4000000,71,9017,Bakken,0,Bolig,3,16/03/2023
448044844,601317445,2022,6175000,136,9104,Sandskjellvegen,97,Bolig,6,14/02/2022
4098150,60882072,2022,4270000,84,9020,Reinvegen,0,Bolig,3,07/03/2022
261570426,452387800,2023,2750000,81,9020,Storbakkvegen,1,Bolig,3,04/08/2023
268011206,382459036,2021,2200000,41,9008,Verftsgata,338,Bolig,2,16/02/2021
4123457,61029415,2020,2750000,61,9008,Storgata,0,Bolig,2,01/09/2020
3671928,61129530,2023,0,88,9030,Skarmokkvegen,0,Fritidsbolig,3,04/05/2023
4118108,61042330,2020,3800000,98,9010,Stakkevollvegen,1,Bolig,3,05/08/2020
4332424,373401901,2020,3900000,68,9007,Hjalmar Johansens gate,521,Bolig,4,03/07/2020
234456522,60919829,2021,1950000,61,9006,Balsfjordvinden,558,Bolig,2,12/07/2021
3137693,60965611,2019,2950000,195,9013,Overlege Meyers veg,0,Bolig,4,18/11/2019
3132919,60807659,2022,5950000,177,9102,Tusenfrydvegen,0,Bolig,4,22/11/2022
234453649,60977485,2019,2500000,82,9015,Duevegen,0,Bolig,4,29/05/2019
4123457,61029415,2020,2750000,61,9008,Storgata,0,Bolig,2,01/09/2020
4174117,60890905,2022,1300000,24,9010,Stakkevollvegen,0,Bolig,1,22/06/2022
234272744,60980964,2022,0,27,9012,Anna Eides veg,0,Bolig,2,01/02/2022
3318722,60916060,2023,2700000,40,9131,Skulgamvegen,0,Fritidsbolig,3,31/03/2023
234612705,60953839,2021,1000000,31,9007,Hjalmar Johansens gate,677,Bolig,1,07/05/2021
307861134,535550732,2020,3000000,42,9016,Workinntoppen,584,Bolig,2,18/02/2020
448044844,601317445,2022,6175000,136,9104,Sandskjellvegen,97,Bolig,6,14/02/2022
4332428,373400107,2019,0,68,9007,Hjalmar Johansens gate,521,Bolig,4,05/02/2019
800494416,61152056,2021,2450000,171,9109,Straumsvegen,89,Bolig,6,12/04/2021
4107860,60890951,2020,5950000,97,9008,Nerstranda,0,Bolig,2,07/07/2020
3142890,61125831,2021,1000000,44,9030,Stordalstrandvegen,0,Bolig,3,06/04/2021
3142890,61125831,2021,1000000,44,9030,Stordalstrandvegen,0,Bolig,3,06/04/2021
3127932,61196304,2020,0,164,9020,Isbjørnvegen,0,Bolig,5,01/10/2020
3127932,61196304,2020,4300000,164,9020,Isbjørnvegen,0,Bolig,5,01/10/2020
3318722,60916060,2023,2700000,40,9131,Skulgamvegen,0,Fritidsbolig,3,31/03/2023
234452236,61045899,2023,1500000,62,9018,Rundvannet,0,Bolig,2,25/09/2023
4332424,373401901,2020,3900000,68,9007,Hjalmar Johansens gate,521,Bolig,4,03/07/2020
234453292,325149341,2020,0,115,9024,Månevegen,0,Bolig,4,22/06/2020
234597185,60953752,2019,1200000,60,9007,Hjalmar Johansens gate,264,Bolig,3,23/08/2019
234454152,61089613,2023,2000000,60,9024,Planetvegen,0,Bolig,2,06/10/2023
234605580,60909045,2023,0,106,9013,Alaskasvingen,0,Bolig,4,14/09/2023
234605580,60909045,2023,1603333,106,9013,Alaskasvingen,0,Bolig,4,14/09/2023
234453292,325149341,2020,0,115,9024,Månevegen,0,Bolig,4,22/06/2020
307861134,535550732,2020,3000000,42,9016,Workinntoppen,584,Bolig,2,18/02/2020
234272744,60980964,2022,2050000,27,9012,Anna Eides veg,0,Bolig,2,01/02/2022
3146652,60835323,2021,5460000,122,9009,Bjørkås terrasse,0,Bolig,5,12/03/2021
4309285,360309280,2023,5500000,127,9017,Berglivegen,522,Bolig,4,19/04/2023
4136712,60985331,2019,3440000,115,9007,Bernhard Hansens veg,0,Bolig,3,18/11/2019
3260502,60909056,2019,5190000,130,9020,Fergevegen,0,Bolig,5,02/07/2019
3144400,61132046,2020,0,125,9110,Vegkode 81088,0,Fritidsbolig,4,13/07/2020
3144400,61132046,2021,3515000,125,9110,Vegkode 81088,0,Fritidsbolig,4,22/04/2021
234455058,60977380,2019,2420000,40,9015,Stærvegen,0,Bolig,2,04/10/2019
4166126,60996566,2022,4250000,133,9006,Ryavegen,0,Bolig,6,09/06/2022
234454151,61089581,2020,1850000,94,9024,Planetvegen,0,Bolig,3,02/04/2020
4148918,60991883,2020,3300000,84,9007,Alfheimvegen,0,Bolig,2,30/06/2020
234453968,61085535,2021,2900000,147,9022,Granittvegen,47,Bolig,4,02/12/2021
280964914,528494435,2020,8950000,171,9007,Fagerlivegen,1,Bolig,5,01/09/2020
