REGISTERENHETID,BRUKSENHETSID,SALGS_DOKUMENTAAR,SALGSBELOEP,BRUKSAREAL,POSTNUMMER,GATENAVN,BEBYGDAREAL,BRUKSENHETSTYPEKODE,ANTALLROM,DOKUMENTDATO
3125660,61056367,2021,4750000,265,9024,Tyttebærvegen,0,Bolig,5,09/03/2021
3139837,61053132,2021,0,93,9012,Bekkevollvegen,0,Bolig,4,19/05/2021
3140066,60986929,2021,0,99,9012,Senjavegen,0,Bolig,5,19/05/2021
3140228,61184613,2021,0,158,9012,Lars Hagerups veg,0,Bolig,4,19/05/2021
3140357,61185639,2021,0,128,9012,Ottars veg,0,Bolig,4,19/05/2021
3140358,60983249,2021,0,128,9012,Ottars veg,0,Bolig,4,19/05/2021
3140364,60983235,2021,0,167,9012,Holtvegen,0,Bolig,4,19/05/2021
3142120,61034622,2023,0,126,9019,Trudvangvegen,0,Bolig,4,13/09/2023
234452864,61046190,2023,0,104,9018,Knausen,0,Bolig,4,07/03/2023
3361852,146683624,2020,0,31,9108,Synnøvjordvegen,0,Fritidsbolig,0,02/07/2020
3361855,61144958,2020,0,70,9108,Synnøvjordvegen,1,Ikke godkjent,3,02/07/2020
234454510,61202383,2019,0,65,9020,Solstrandvegen,525,Bolig,3,24/05/2019
3649333,438093410,2019,4750000,147,9104,Strandsneglvegen,66,Bolig,4,25/10/2019
3130847,61100383,2020,1700000,42,9109,Håkøyvegen,0,Fritidsbolig,3,26/06/2020
3136896,61182566,2022,0,110,9015,Synnavinden,0,Bolig,4,19/07/2022
3128209,60848856,2021,6550000,137,9020,Skarvegen,0,Bolig,4,17/11/2021
234452039,60977455,2019,1260000,40,9015,Duevegen,0,Bolig,2,20/03/2019
234455712,60922889,2019,2670000,82,9006,Strandvegen,0,Bolig,3,04/10/2019
3133498,61154605,2020,0,57,9103,Lyfjordelvvegen,0,Bolig,2,30/07/2020
3133498,61154605,2020,1550000,57,9103,Lyfjordelvvegen,0,Bolig,2,30/07/2020
4098152,60882074,2020,3990000,89,9020,Reinvegen,0,Bolig,4,22/12/2020
234454229,61089548,2020,2100000,92,9024,Planetvegen,0,Bolig,3,07/05/2020
4099777,61019526,2019,3650000,53,9008,Skolegata,0,Bolig,4,19/12/2019
234617197,60909022,2020,0,69,9013,Alaskasvingen,0,Bolig,3,11/09/2020
234617197,60909022,2020,2900000,69,9013,Alaskasvingen,0,Bolig,3,11/09/2020
261321038,60983284,2020,4900000,146,9012,Bekkevollvegen,0,Bolig,5,21/02/2020
3131112,61111536,2020,4800000,165,9105,Åslandvegen,0,Bolig,6,14/07/2020
3386123,60945145,2019,0,97,9108,Sandneshamnvegen,65,Fritidsbolig,0,14/10/2019
3128809,61053927,2023,2000000,73,9021,Bergholmvegen,0,Fritidsbolig,3,10/03/2023
3140704,60968833,2021,6950000,258,9013,Grønlandsvegen,0,Bolig,3,02/07/2021
3140039,61007524,2019,5100000,206,9011,Øvre Markveg,0,Bolig,3,02/01/2019
800483245,6278400521,2020,6690000,107,9020,Solstrandvegen,2570,Bolig,4,30/11/2020
800483248,6278400520,2020,3850000,70,9020,Solstrandvegen,2570,Bolig,3,24/11/2020
800483251,6278400519,2020,3640000,65,9020,Solstrandvegen,2570,Bolig,3,17/11/2020
800483254,6278400518,2020,2990000,65,9020,Solstrandvegen,2570,Bolig,3,17/11/2020
800483257,6278400517,2020,2190000,47,9020,Solstrandvegen,2570,Bolig,2,24/11/2020
800483260,6278400516,2020,2520000,47,9020,Solstrandvegen,2570,Bolig,2,17/11/2020
800483263,6278400515,2020,2190000,47,9020,Solstrandvegen,2570,Bolig,2,20/11/2020
800483266,6278400514,2020,2190000,47,9020,Solstrandvegen,2570,Bolig,2,20/11/2020
800483269,6278400513,2020,2540000,47,9020,Solstrandvegen,2570,Bolig,2,17/11/2020
800483272,6278400512,2020,2650000,47,9020,Solstrandvegen,2570,Bolig,2,17/11/2020
800483275,6278400511,2020,2890000,65,9020,Solstrandvegen,2570,Bolig,3,17/11/2020
800483278,6278400510,2020,2990000,65,9020,Solstrandvegen,2570,Bolig,3,17/11/2020
800483281,6278400509,2020,3740000,65,9020,Solstrandvegen,2570,Bolig,3,20/11/2020
800483284,6278400508,2020,3890000,78,9020,Solstrandvegen,2570,Bolig,4,04/12/2020
800483287,6278400497,2020,4750000,89,9020,Solstrandvegen,2570,Bolig,3,17/11/2020
800483290,6278400536,2020,5990000,107,9020,Solstrandvegen,2570,Bolig,4,17/11/2020
800483293,6278400535,2020,3700000,65,9020,Solstrandvegen,2570,Bolig,3,17/11/2020
800483296,6278400534,2020,3540000,65,9020,Solstrandvegen,2570,Bolig,3,24/11/2020
800483299,6278400533,2020,3400000,65,9020,Solstrandvegen,2570,Bolig,3,24/11/2020
800483302,6278400532,2020,2290000,47,9020,Solstrandvegen,2570,Bolig,2,17/11/2020
800483305,6278400531,2020,2290000,47,9020,Solstrandvegen,2570,Bolig,2,17/11/2020
800483308,6278400530,2020,2210000,47,9020,Solstrandvegen,2570,Bolig,2,20/11/2020
800483311,6278400529,2020,2210000,47,9020,Solstrandvegen,2570,Bolig,2,20/11/2020
800483314,6278400528,2020,2290000,47,9020,Solstrandvegen,2570,Bolig,2,17/11/2020
800483317,6278400527,2020,2490000,47,9020,Solstrandvegen,2570,Bolig,2,17/11/2020
800483320,6278400526,2020,3140000,65,9020,Solstrandvegen,2570,Bolig,3,17/11/2020
800483323,6278400525,2020,3700000,65,9020,Solstrandvegen,2570,Bolig,3,24/11/2020
800483326,6278400524,2020,3190000,65,9020,Solstrandvegen,2570,Bolig,3,24/11/2020
800483329,6278400523,2020,4190000,78,9020,Solstrandvegen,2570,Bolig,4,17/11/2020
800483332,6278400522,2020,4990000,89,9020,Solstrandvegen,2570,Bolig,4,07/12/2020
800483335,6278400549,2020,7390000,107,9020,Solstrandvegen,2570,Bolig,4,24/11/2020
800483338,6278400548,2020,3640000,70,9020,Solstrandvegen,2570,Bolig,3,23/11/2020
800483341,6278400547,2020,3290000,65,9020,Solstrandvegen,2570,Bolig,3,30/11/2020
800483344,6278400546,2020,3240000,65,9020,Solstrandvegen,2570,Bolig,3,24/11/2020
800483347,6278400545,2020,2840000,47,9020,Solstrandvegen,2570,Bolig,2,17/11/2020
800483350,6278400544,2020,3040000,47,9020,Solstrandvegen,2570,Bolig,2,17/11/2020
800483353,6278400543,2020,2290000,47,9020,Solstrandvegen,2570,Bolig,2,20/11/2020
800483356,6278400542,2020,2290000,47,9020,Solstrandvegen,2570,Bolig,2,20/11/2020
800483359,6278400541,2020,2860000,47,9020,Solstrandvegen,2570,Bolig,2,17/11/2020
800483362,6278400540,2020,2390000,47,9020,Solstrandvegen,2570,Bolig,2,17/11/2020
800483365,6278400539,2020,3740000,65,9020,Solstrandvegen,2570,Bolig,3,27/11/2020
800483368,6278400538,2020,3940000,68,9020,Solstrandvegen,2570,Bolig,3,17/11/2020
800483371,6278400537,2020,6690000,113,9020,Solstrandvegen,2570,Bolig,4,17/11/2020
800483374,6278400560,2020,8990000,137,9020,Solstrandvegen,2570,Bolig,3,17/11/2020
800483377,6278400559,2020,3990000,65,9020,Solstrandvegen,2570,Bolig,3,17/11/2020
800483380,6278400558,2020,2700000,47,9020,Solstrandvegen,2570,Bolig,2,24/11/2020
800483383,6278400557,2020,2700000,47,9020,Solstrandvegen,2570,Bolig,2,24/11/2020
800483386,6278400556,2020,2450000,47,9020,Solstrandvegen,2570,Bolig,2,17/11/2020
800483389,6278400555,2020,2490000,47,9020,Solstrandvegen,2570,Bolig,2,17/11/2020
800483392,6278400554,2020,2440000,47,9020,Solstrandvegen,2570,Bolig,2,24/11/2020
800483395,6278400553,2020,2490000,47,9020,Solstrandvegen,2570,Bolig,2,24/11/2020
800483398,6278400552,2020,3440000,65,9020,Solstrandvegen,2570,Bolig,3,17/11/2020
800483401,6278400551,2020,4067200,65,9020,Solstrandvegen,2570,Bolig,3,27/11/2020
800483404,6278400550,2020,7240000,113,9020,Solstrandvegen,2570,Bolig,4,23/11/2020
800483407,6278400565,2020,10200000,137,9020,Solstrandvegen,2570,Bolig,4,17/11/2020
800483410,6278400564,2020,2590000,47,9020,Solstrandvegen,2570,Bolig,2,17/11/2020
800483413,6278400563,2020,2840000,47,9020,Solstrandvegen,2570,Bolig,2,30/11/2020
800483416,6278400562,2020,3240000,47,9020,Solstrandvegen,2570,Bolig,2,17/11/2020
800483419,6278400561,2020,7490000,113,9020,Solstrandvegen,2570,Bolig,4,24/11/2020
234454277,61089591,2023,0,102,9024,Planetvegen,0,Bolig,4,18/04/2023
3141801,61051119,2022,4810000,135,9019,Njords veg,0,Bolig,4,03/10/2022
234453676,60977591,2023,1475000,69,9014,Winston Churchills veg,697,Bolig,2,07/11/2023
3145361,61025389,2019,5150000,182,9009,Karl Pettersens gate,0,Bolig,8,21/03/2019
3143423,61130755,2021,0,38,9043,Jøvikvegen,0,Bolig,0,28/05/2021
234579188,61182571,2021,3700000,92,9015,Østavinden,0,Bolig,3,06/05/2021
3134282,61145559,2019,0,119,9107,Tromtindvegen,0,Bolig,5,02/05/2019
3144623,61135808,2021,0,0,9110,Sørvegen,0,UOPPGITT,0,19/08/2021
3144660,61135758,2021,0,260,9110,Sørvegen,0,Bolig,5,19/08/2021
643767914,6283141496,2019,10000,145,9110,Sørvegen,145,Bolig,4,14/11/2019
3132529,60787619,2023,6350000,255,9102,Smørblomstvegen,0,Bolig,4,01/08/2023
4128386,61049287,2020,4950000,167,9019,Balders veg,0,Bolig,4,05/08/2020
3144559,6372501325,2020,500000,181,9110,Sommarøyvegen,181,Bolig,4,28/05/2020
3139126,60997653,2019,0,273,9006,Engenvegen,0,Bolig,7,13/12/2019
641549487,61194069,2020,0,47,9109,Håkøyvegen,1,Ikke godkjent,3,04/06/2020
234453478,60931704,2021,2950000,109,9013,Edderdunvegen,0,Bolig,3,11/05/2021
574630618,6268957203,2019,500000,252,9012,Fagerlivegen,145,Bolig,9,12/03/2019
3143974,146804546,2019,0,58,9108,Vasstrandvegen,0,Fritidsbolig,3,14/05/2019
308206418,527472243,2023,5630000,86,9012,Karisvingen,1,Bolig,4,18/09/2023
294874940,534189711,2021,0,76,9022,Gullvegen,708,Bolig,3,03/05/2021
234454696,61085668,2019,2950000,0,9022,Malmvegen,0,Bolig,4,02/12/2019
4128106,60905923,2022,0,115,9013,Blårevsvingen,1,Bolig,3,22/06/2022
3361852,146683624,2020,0,31,9108,Synnøvjordvegen,0,Fritidsbolig,0,02/07/2020
3361855,61144958,2020,0,70,9108,Synnøvjordvegen,1,Ikke godkjent,3,02/07/2020
4296825,180218439,2019,4000000,105,9105,Eidkjosvegen,107,Bolig,4,13/12/2019
4099674,60813596,2020,5300000,116,9008,Parkgata,425,Bolig,4,04/12/2020
4192307,60931762,2019,4040000,87,9105,Eidkjosvegen,0,Bolig,4,11/11/2019
3128491,61076378,2022,3833333,278,9020,Gammelgårdvegen,1,Bolig,5,25/02/2022
3125108,60924727,2022,3800000,0,9023,Tønsvikvegen,0,UOPPGITT,0,22/07/2022
234453775,60943255,2019,1500000,47,9007,Hjalmar Johansens gate,1,Bolig,2,04/07/2019
454922047,570370083,2021,7500000,96,9016,Workinntoppen,1207,Bolig,3,07/06/2021
234451708,61045761,2020,2350000,95,9018,Utsikten,0,Bolig,3,28/05/2020
276747072,470870961,2022,5950000,93,9006,Strandvegen,371,Bolig,4,01/06/2022
234274503,60914472,2020,1750000,50,9010,Stakkevollvegen,0,Bolig,2,21/07/2020
3132233,60960827,2020,0,200,9100,Østersvegen,0,Bolig,4,06/04/2020
3136598,61000716,2021,0,163,9014,Redervegen,0,Bolig,5,06/08/2021
3143349,61128934,2019,0,74,9043,Jøvikvegen,0,Bolig,4,10/10/2019
3138979,60988014,2019,9250000,136,9007,Fagerlivegen,0,Bolig,4,07/02/2019
3387426,60948575,2020,7600000,276,9021,Granbakken,0,Bolig,6,28/12/2020
234456236,61083679,2020,2810000,103,9022,Malmvegen,0,Bolig,4,09/07/2020
234452795,61046113,2019,0,89,9018,Knausen,0,Bolig,3,29/10/2019
445296148,595472022,2019,4200000,67,9020,Solstrandvegen,74,Bolig,3,25/11/2019
263543811,502569640,2019,7000000,122,9010,Stakkevollvegen,739,Bolig,4,12/06/2019
3145471,61031850,2019,0,119,9007,Mellomvegen,0,Bolig,3,01/04/2019
4100046,60884977,2019,2500000,108,9007,Målselvgata,0,Bolig,3,03/04/2019
3144110,61143110,2019,20000,52,9108,Vasstrandvegen,0,Fritidsbolig,4,05/06/2019
3132042,61105186,2020,4700000,157,9100,Ringselvegen,0,Bolig,5,16/09/2020
4156145,60981171,2020,3050000,101,9012,Langnesvegen,0,Bolig,3,27/03/2020
3127703,61060677,2023,5000000,146,9020,Skarvegen,0,Bolig,4,02/08/2023
3277766,60907302,2021,1900000,0,9118,Brensholmvegen,0,UOPPGITT,0,30/06/2021
254098224,462383430,2022,0,122,9014,Gnistvegen,61,Bolig,4,11/07/2022
4099975,60836884,2022,0,74,9009,Bjørkås terrasse,0,Bolig,3,15/12/2022
234454025,61087091,2020,2550000,131,9022,Malmvegen,0,Bolig,4,14/04/2020
3572460,61145598,2021,44444,0,9107,Tromtindvegen,0,UOPPGITT,0,22/04/2021
4176405,61043560,2023,4250000,159,9009,Roald Amundsens gate,0,Bolig,5,01/09/2023
709645697,61146871,2021,466666,136,9107,Rekvikvegen,0,Bolig,0,25/03/2021
709645723,61146903,2020,10000,35,9107,Rekvikvegen,0,Bolig,2,07/12/2020
4107540,60899065,2023,5725000,116,9013,Alaskasvingen,0,Bolig,4,26/05/2023
3129290,61166941,2022,816526,218,9027,Bærbakken,0,Bolig,6,09/03/2022
276168476,468840869,2021,1000000,81,9007,Hjalmar Johansens gate,713,Bolig,3,19/10/2021
3131872,61108664,2022,6200000,175,9100,Finnhvalvegen,0,Bolig,5,01/04/2022
234452935,61085406,2022,3100000,128,9022,Gneisvegen,0,Bolig,4,22/08/2022
3146797,60991935,2019,7400000,172,9007,Balsfjordgata,0,Bolig,4,04/04/2019
3132815,60812593,2022,5450000,163,9102,Ballblomvegen,0,Bolig,5,22/08/2022
3136517,61000728,2019,5400000,184,9014,Redervegen,0,Bolig,5,19/12/2019
3132912,60808490,2023,6600000,180,9102,Tusenfrydvegen,0,Bolig,4,04/05/2023
234455954,60974521,2023,0,40,9015,Stærvegen,0,Bolig,2,26/01/2023
4267767,60953905,2021,6850000,118,9016,Draugen,753,Bolig,3,28/10/2021
234453140,60786283,2020,2300000,92,9018,Varden,0,Bolig,3,09/09/2020
3127166,61064392,2022,6666666,228,9020,Hungervegen,0,Bolig,4,12/10/2022
4186737,61028115,2019,2640000,55,9008,Grønnegata,0,Bolig,2,13/06/2019
3125573,61077352,2020,0,160,9024,Evjenvegen,0,Bolig,5,01/10/2020
3241643,60891882,2023,0,134,9020,Theodor Hagerups veg,0,Bolig,4,31/08/2023
3127166,61064392,2022,0,228,9020,Hungervegen,0,Bolig,4,02/08/2022
234616534,60955352,2020,875000,45,9024,Tomasjordnes,1934,Bolig,2,25/02/2020
4214791,61193005,2020,5100000,136,9020,Selmalund,0,Bolig,5,04/03/2020
3129578,61168341,2020,0,172,9027,Andersdalvegen,0,Bolig,4,06/04/2020
234454962,60806288,2021,0,87,9020,Albertsvingen,0,Bolig,3,06/05/2021
4114140,61038086,2020,2350000,76,9010,Thyholdtvegen,0,Bolig,2,17/01/2020
3551284,343427821,2022,6800000,117,9016,Fiolvegen,58,Bolig,4,05/12/2022
3130081,61144268,2021,1000000,164,9106,Leirstrandvegen,0,Bolig,4,18/11/2021
3133200,60808558,2020,0,260,9103,Sørhella,0,Bolig,5,04/11/2020
234456270,61083737,2020,1800000,50,9022,Malmvegen,0,Bolig,2,27/07/2020
308758001,588641644,2020,0,83,9118,Lensmann Hvedings veg,59,Fritidsbolig,4,09/07/2020
234453611,60956804,2020,0,45,9006,Balsfjordvinden,0,Bolig,2,08/07/2020
3124370,145589834,2020,400000,40,9023,Ullstindvegen,0,Fritidsbolig,0,02/09/2020
4267763,60953900,2021,0,96,9016,Draugen,753,Bolig,3,21/05/2021
264324392,60941665,2019,2650000,55,9024,Tomasjordnes,2589,Bolig,3,11/11/2019
234454013,61085723,2021,3550000,133,9022,Malmvegen,0,Bolig,4,16/08/2021
3272452,60901403,2022,6150000,144,9020,Elvhusvegen,0,Bolig,4,04/03/2022
234453680,60977590,2020,1860000,69,9014,Winston Churchills veg,697,Bolig,2,04/09/2020
272072412,498734945,2023,10700000,210,9014,Skårungevegen,85,Bolig,7,01/07/2023
3136206,60973497,2022,5790000,181,9014,Winston Churchills veg,0,Bolig,6,16/09/2022
3143391,145424650,2022,666000,90,9043,Jøvikvegen,0,Fritidsbolig,0,05/10/2022
529609457,579517851,2022,0,103,9016,Marmælen,1170,Bolig,3,19/05/2022
4099544,61014602,2022,3000000,144,9009,Hagebyvegen,0,Bolig,3,26/07/2022
3133581,61097587,2020,0,106,9107,Innelvvegen,0,Fritidsbolig,4,02/11/2020
3124616,61171707,2020,0,47,9023,Ullstindvegen,0,Fritidsbolig,0,22/10/2020
3142147,61051060,2023,5900000,199,9019,Kvalsundvegen,0,Bolig,5,06/06/2023
851467920,6252693724,2022,0,133,9007,Nansenvegen,1,Bolig,4,15/07/2022
4164817,60919738,2020,0,103,9006,Balsfjordvinden,528,Bolig,3,24/01/2020
234453737,60977576,2019,1830000,69,9014,Winston Churchills veg,697,Bolig,2,27/12/2019
269448235,474806028,2022,2150000,65,9007,Hjalmar Johansens gate,628,Bolig,3,05/12/2022
234597183,60953762,2021,1199000,60,9007,Hjalmar Johansens gate,354,Bolig,3,26/11/2021
3130834,61099682,2021,0,16,9109,Håkøyvegen,0,Fritidsbolig,2,28/04/2021
3130835,61099681,2021,0,47,9109,Håkøyvegen,0,Fritidsbolig,3,28/04/2021
3145785,61014642,2021,0,75,9009,Rektor Horsts gate,0,Bolig,0,28/04/2021
504202639,607351132,2023,2000000,107,9017,Grevlingvegen,23,Bolig,3,12/07/2023
4178468,60930151,2021,8100000,131,9016,Stallovegen,0,Bolig,4,21/01/2021
234454580,60784848,2020,2480000,92,9018,Skattøra,0,Bolig,3,08/06/2020
3128125,61188893,2022,5350000,176,9020,Alfred Hansens veg,0,Bolig,3,18/07/2022
234455151,60822399,2023,0,78,9024,Uranusvegen,0,Bolig,3,30/10/2023
3129575,61168324,2021,0,98,9027,Andersdalvegen,0,Bolig,3,16/04/2021
3138412,61008600,2022,5650000,139,9010,Dramsvegen,0,Bolig,4,17/01/2022
3124673,60825191,2019,4200000,228,9023,Steinnesvegen,0,Bolig,4,14/05/2019
234610467,60952342,2022,4000000,101,9013,Wanny Woldstads veg,0,Bolig,4,14/10/2022
3136535,61182550,2019,5850000,118,9014,Winston Churchills veg,0,Bolig,4,19/08/2019
3124311,61176003,2022,0,65,9034,Skotsætvegen,1,Bolig,3,04/02/2022
263543940,507591465,2022,2550000,78,9010,Stakkevollvegen,629,Bolig,3,04/03/2022
3136538,60975745,2019,2800000,184,9014,Winston Churchills veg,0,Bolig,5,09/10/2019
3134471,60831480,2021,0,33,9141,Sandøya,0,Fritidsbolig,2,06/01/2021
234452356,60903110,2020,0,62,9020,Sommarfjøsvegen,2055,Bolig,3,04/11/2020
3141956,60868978,2020,4600000,200,9019,Stakkevollvegen,0,Bolig,5,19/05/2020
4241042,60950919,2019,3450000,65,9008,Søndre Tollbodgate,0,Bolig,2,18/12/2019
4099129,60843996,2023,3265000,100,9011,Conrad Holmboes veg,0,Bolig,4,02/03/2023
4098888,60878516,2022,0,113,9015,Klimavegen,0,Bolig,4,23/11/2022
234456891,61089423,2021,0,101,9024,Planetvegen,0,Bolig,4,01/12/2021
4099564,60839728,2021,3350000,59,9009,Hansjordnesgata,0,Bolig,2,01/06/2021
4164815,60919732,2021,4350000,110,9006,Balsfjordvinden,528,Bolig,3,07/04/2021
3136206,60973497,2022,0,181,9014,Winston Churchills veg,0,Bolig,6,16/09/2022
3143391,145424650,2022,0,90,9043,Jøvikvegen,0,Fritidsbolig,0,05/10/2022
3561321,61125837,2019,50000,110,9030,Stordalstrandvegen,0,Fritidsbolig,5,08/07/2019
3142497,61172903,2020,350000,60,9027,Breivikeidvegen,0,Bolig,3,26/05/2020
3506989,61016002,2022,6475000,0,9009,Vinkelvegen,0,UOPPGITT,0,21/09/2022
3144383,61139189,2019,0,74,9128,Tussøya,1,Bolig,3,08/03/2019
3146664,60835335,2020,5800000,136,9009,Bjørkås terrasse,0,Bolig,6,19/10/2020
4126883,60907130,2021,5490000,138,9011,Prestvannvegen,0,Bolig,4,04/11/2021
3129396,61169023,2020,211112,117,9027,Fagernesvegen,0,Bolig,4,28/12/2020
891727122,6262324589,2021,3550000,50,9008,Elvegata,1220,Bolig,2,19/07/2021
685861351,60953866,2020,5250000,161,9105,Eidkjosvegen,1,Bolig,5,10/08/2020
685861354,60953865,2019,3200000,80,9105,Eidkjosvegen,1,Bolig,3,23/12/2019
3127166,61064392,2022,6666666,228,9020,Hungervegen,0,Bolig,4,12/10/2022
234453926,61085498,2021,3500000,120,9022,Granittvegen,1,Bolig,4,16/04/2021
3139676,60969575,2019,0,210,9006,Krognessvegen,0,Bolig,5,29/07/2019
3361855,61144958,2020,0,70,9108,Synnøvjordvegen,1,Ikke godkjent,3,02/07/2020
3143534,60839867,2019,2075000,66,9106,Leirstrandvegen,0,Fritidsbolig,3,24/10/2019
3130630,207507158,2022,900000,105,9109,Straumsvegen,0,Fritidsbolig,4,09/12/2022
293126540,510583918,2020,0,101,9016,Workinntoppen,1,Bolig,3,20/10/2020
293126540,510583918,2021,9100000,101,9016,Workinntoppen,1,Bolig,3,16/02/2021
234456555,60925576,2022,0,106,9024,Siriusvegen,106,Bolig,4,08/04/2022
3140478,61005121,2022,7000000,252,9010,Dramsvegen,0,Bolig,5,01/11/2022
3143902,61141692,2020,0,196,9108,Sjøtunvegen,0,Bolig,0,27/11/2020
3143902,61141692,2020,3000000,196,9108,Sjøtunvegen,0,Bolig,0,27/11/2020
3140386,60979905,2023,6575000,114,9011,P G Rodums veg,1,Bolig,4,27/09/2023
234272698,60980977,2021,0,67,9012,Anna Eides veg,0,Bolig,4,19/03/2021
234272698,60980977,2022,3970000,67,9012,Anna Eides veg,0,Bolig,4,04/07/2022
3127134,61069427,2021,2000000,174,9020,Sandøyvegen,0,Bolig,6,12/05/2021
3128981,158727401,2021,500000,46,9021,Nordlysvegen,0,Fritidsbolig,3,01/07/2021
234272700,60980951,2020,0,80,9012,Anna Eides veg,0,Bolig,5,07/12/2020
453519474,61012138,2019,3500000,66,9009,Idrettsvegen,0,Bolig,4,29/10/2019
3135315,60783207,2021,8500000,244,9017,Grevlingvegen,1,Bolig,5,07/07/2021
3130607,61152053,2021,7650000,210,9109,Straumsvegen,0,Bolig,6,15/10/2021
3134356,61176586,2019,0,128,9120,Vengsøya,0,Bolig,0,18/11/2019
3134356,61176586,2019,2337000,128,9120,Vengsøya,0,Bolig,0,18/11/2019
3129554,61164840,2019,0,87,9027,Andersdalvegen,0,Bolig,4,19/06/2019
234454025,61087091,2020,0,131,9022,Malmvegen,0,Bolig,4,14/04/2020
4099577,61012021,2021,0,106,9011,Helmer Hansens gate,0,Bolig,3,21/10/2021
3141618,60981165,2019,5550000,149,9012,Prost Schielderups gate,0,Bolig,4,11/03/2019
3130559,61152060,2019,0,181,9109,Straumsvegen,0,Bolig,5,21/06/2019
4098462,60861220,2019,3450000,71,9017,Dreggen,0,Bolig,3,07/10/2019
597752221,6257443843,2023,4300000,62,9016,Workinntoppen,1,Bolig,3,01/11/2023
234272587,61005135,2021,2600000,37,9011,Ringkøbingvegen,0,Bolig,2,27/01/2021
3132736,60793997,2022,6350000,234,9102,Blåklokkevegen,0,Bolig,4,03/08/2022
234452080,60943238,2020,2430000,92,9007,Hjalmar Johansens gate,464,Bolig,3,27/10/2020
234605839,60949770,2021,6550000,128,9016,Draugen,10,Bolig,4,10/03/2021
3127246,61069451,2021,6100000,168,9020,Kveldsolvegen,0,Bolig,4,15/10/2021
494939807,534206592,2023,4200000,84,9022,Gullvegen,1200,Bolig,3,01/06/2023
3140327,60987992,2019,8800000,191,9007,Fagerlivegen,0,Bolig,5,04/03/2019
293126567,510580678,2019,4700000,74,9016,Workinntoppen,1,Bolig,3,03/09/2019
3143380,145417638,2019,525000,44,9043,Jøvikvegen,0,Fritidsbolig,0,28/06/2019
234454025,61087091,2020,2550000,131,9022,Malmvegen,0,Bolig,4,14/04/2020
3130057,61141109,2020,0,182,9106,Leirstrandvegen,0,Bolig,4,29/01/2020
3130171,61144927,2022,1100000,125,9106,Leirstrandvegen,1,Fritidsbolig,4,18/08/2022
234455717,60922899,2023,3200000,92,9006,Strandvegen,0,Bolig,3,21/02/2023
3131026,60842601,2020,0,159,9109,Straumsvegen,0,Bolig,5,07/02/2020
3131026,60842601,2023,625000,159,9109,Straumsvegen,0,Bolig,5,22/03/2023
234456415,60922957,2021,2442000,72,9020,Kaldslettvegen,1,Bolig,3,02/06/2021
3142760,61128923,2020,30000,106,9030,Sjursnesvegen,0,Bolig,4,14/05/2020
4099182,60883459,2020,3525000,74,9006,Strandvegen,0,Bolig,3,24/01/2020
3128508,61076350,2022,8300000,278,9020,Gammelgårdvegen,0,Bolig,6,20/09/2022
3140074,61039080,2023,0,144,9010,Skagesundvegen,0,Bolig,4,24/03/2023
3140341,60982456,2023,0,143,9011,Haakon VII's gate,0,Bolig,4,27/02/2023
4137908,60917366,2022,0,108,9020,Iver Walnums veg,0,Bolig,3,21/01/2022
311142372,575903024,2020,2200000,82,9020,Storbakkvegen,788,Bolig,3,18/06/2020
234455145,60822394,2021,3250000,78,9024,Uranusvegen,0,Bolig,3,06/09/2021
263543814,502568708,2023,4890000,79,9010,Stakkevollvegen,739,Bolig,3,03/03/2023
4243966,60918750,2021,4100000,86,9020,Myrvegen,0,Bolig,3,22/06/2021
234456096,61083526,2021,2000000,134,9022,Flintvegen,18,Bolig,4,23/06/2021
